frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
0,0.7777777777777778,0.8333333333333334,0.8,0.6,0.6,0.7142857142857143,0.75,0.6666666666666666,0.8,0.8,1.0,0.8,0.6666666666666666,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.7222222222222222,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0.7777777777777778,0.8333333333333334,0.8,0.6,0.6,0.7142857142857143,0.75,0.6666666666666666,0.8,0.8,1.0,0.8,0.6666666666666666,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5555555555555556,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,0.7777777777777778,0.8333333333333334,0.8,0.6,0.6,0.7142857142857143,0.75,0.6666666666666666,0.8,0.8,1.0,0.8,0.6666666666666666,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5555555555555556,0.7222222222222222,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3,0.7777777777777778,0.8333333333333334,0.8,0.6,0.6,0.7142857142857143,0.8125,0.6666666666666666,0.8,0.8,1.0,0.8,0.6666666666666666,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4,0.7777777777777778,0.8333333333333334,0.8,0.6,0.8,0.8571428571428571,0.8125,0.7083333333333334,0.8,0.8,1.0,0.8,0.6666666666666666,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.4444444444444444,0.7222222222222222,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5,0.7777777777777778,0.8333333333333334,0.8,0.8,0.8,0.8571428571428571,0.8125,0.7083333333333334,0.8,0.8,1.0,0.8,0.6666666666666666,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.4444444444444444,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6,0.7777777777777778,0.8333333333333334,0.8,0.8,0.8,0.8571428571428571,0.8125,0.7083333333333334,0.8,1.0,1.0,0.8,0.6666666666666666,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7,0.7777777777777778,0.8333333333333334,0.8,0.8,0.8,0.8571428571428571,0.8125,0.75,0.8,0.8,1.0,0.8,0.6666666666666666,0,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
8,0.7777777777777778,0.8333333333333334,0.8,0.8,0.8,0.8571428571428571,0.875,0.7916666666666666,0.8,1.0,1.0,0.8,1.0,0,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6111111111111112,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
9,0.8888888888888888,0.8333333333333334,0.8,0.8,0.8,0.8571428571428571,0.875,0.875,0.8,1.0,1.0,0.8,1.0,0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.875,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0
10,0.8888888888888888,0.8333333333333334,1.0,0.8,0.8,0.8571428571428571,0.9375,0.9166666666666666,1.0,1.0,1.0,0.8,1.0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3888888888888889,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11,0.8888888888888888,0.8333333333333334,1.0,0.8,1.0,0.8571428571428571,0.9375,0.9166666666666666,1.0,1.0,1.0,0.8,1.0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.2222222222222222,0.2777777777777778,0.25,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.5
12,0.8888888888888888,0.8333333333333334,1.0,0.8,1.0,0.8571428571428571,0.9375,1.0,1.0,1.0,0.75,0.8,1.0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.25,0.25,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.0
13,0.8888888888888888,1.0,1.0,0.8,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.75,0.8,1.0,0,1.0,0.8888888888888888,0.8888888888888888,0.875,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.25,0.25,0.16666666666666666,0.0,0.5,0,0.3333333333333333,0.3333333333333333,0.0,0.5
14,1.0,1.0,1.0,0.8,1.0,0.8571428571428571,0.9375,0.9583333333333334,1.0,1.0,0.75,0.8,1.0,0,1.0,0.8888888888888888,0.8888888888888888,0.875,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.1111111111111111,0.05555555555555555,0.25,0.25,0.16666666666666666,0.0,0.5,0,0.3333333333333333,0.3333333333333333,0.0,0.5
15,1.0,0.8333333333333334,1.0,0.8,1.0,0.8571428571428571,0.9375,0.9583333333333334,1.0,0.8,0.5,0.8,1.0,0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.0,0.5,0,0.3333333333333333,0.3333333333333333,0.0,0.5
16,1.0,0.8333333333333334,1.0,0.8,1.0,0.8571428571428571,0.875,0.9166666666666666,1.0,0.8,0.5,0.8,1.0,0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.05555555555555555,0.25,0.25,0.5,0.0,0.5,0,0.3333333333333333,0.3333333333333333,0.0,0.5
17,1.0,0.8333333333333334,1.0,0.8,1.0,0.7142857142857143,0.875,0.9166666666666666,1.0,0.8,0.25,0.8,1.0,0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,0.0,0.1111111111111111,0.05555555555555555,0.25,0.25,0.5,0.0,0.5,0,0.3333333333333333,0.3333333333333333,0.0,0.5
18,1.0,0.8333333333333334,1.0,0.8,1.0,0.7142857142857143,0.8125,0.875,1.0,0.8,0.25,0.8,1.0,0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,1.0,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.25,0.25,0.6666666666666666,0.0,0.5,0,0.3333333333333333,0.3333333333333333,0.0,0.5
19,1.0,0.8333333333333334,1.0,0.8,1.0,0.7142857142857143,0.8125,0.875,1.0,0.8,0.25,0.8,1.0,0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,1.0,0.6666666666666666,0.0,0.1111111111111111,0.16666666666666666,0.25,0.5,0.6666666666666666,0.0,0.5,0,0.3333333333333333,0.3333333333333333,0.5,0.5
20,1.0,0.8333333333333334,1.0,0.6,1.0,0.7142857142857143,0.8125,0.8333333333333334,1.0,0.6,0.25,0.8,1.0,0,1.0,1.0,0.8888888888888888,1.0,0.3333333333333333,0.0,0.5,1.0,0.6666666666666666,0.0,0.2222222222222222,0.2777777777777778,0.5,0.5,0.8333333333333334,0.3333333333333333,0.5,0,0.3333333333333333,0.6666666666666666,0.5,0.5
21,0.8888888888888888,0.8333333333333334,0.8,0.6,0.8,0.7142857142857143,0.8125,0.8333333333333334,0.8,0.6,0.25,0.6,0.6666666666666666,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,0.6666666666666666,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.5,0.75,0.8333333333333334,0.3333333333333333,0.5,0,0.6666666666666666,0.6666666666666666,0.5,0.5
22,0.8888888888888888,0.6666666666666666,0.8,0.4,0.6,0.7142857142857143,0.75,0.7916666666666666,0.6,0.4,0.25,0.6,0.6666666666666666,0,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.875,0.6666666666666666,0.5,0.5,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.5,1.0,0.8333333333333334,0.3333333333333333,0.5,0,0.6666666666666666,0.6666666666666666,0.5,1.0
