frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
47,0.3333333333333333,0.5,0.6666666666666666,0.8,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.08,0.75,1.0,1.0,0.75,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.14285714285714285,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0
48,0.3333333333333333,0.5,0.6666666666666666,0.6,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.08,0.75,1.0,1.0,0.75,0.5,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.14285714285714285,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0
49,0.3333333333333333,0.5,0.3333333333333333,0.6,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.08,0.75,0.5,1.0,0.75,0.5,0.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0
50,0.3333333333333333,0.5,0.3333333333333333,0.6,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.04,0.75,0.5,1.0,0.75,0.5,0.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
51,0.0,0.0,0.3333333333333333,0.6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.04,0.75,0.5,1.0,0.75,0.5,0.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.3333333333333333,0.6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.04,0.75,0.5,1.0,0.75,0.5,0.0,0.0,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.3333333333333333,0.6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.04,0.5,0.5,1.0,0.75,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0
54,0.0,0.0,0.3333333333333333,0.6,0.6666666666666666,0.0,0.3333333333333333,0.04,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0
55,0.0,0.0,0.3333333333333333,0.6,0.5,0.0,0.0,0.04,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0
56,0.0,0.0,0.3333333333333333,0.4,0.5,0.0,0.0,0.04,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.04,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.04,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.6,0.6666666666666666,0.0,0.0,0.04,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
